name,artist,id,acousticness,energy,tempo,valence
Raise your flag,MAN WITH A MISSION,4eO27bYFUJBDOenGKfe4YX,0.00128,0.966,144.983,0.571
The Soldiers From The Start,MAN WITH A MISSION,74y9nAKQT8raLKdsnbqrye,8.23e-05,0.933,175.911,0.329
Fantasista,MAN WITH A MISSION,6wpnmcKRbWoasdvEDJPoRJ,0.0018,0.915,94.992,0.326
ONE WISH,MAN WITH A MISSION,1VCV3QUJfpCQqnrz5BugcV,0.0243,0.871,92.592,0.602
Take Me Under,MAN WITH A MISSION,7bRMULKrdslSKmlGyyj0h0,0.000147,0.939,103.014,0.166
モラトリアム,MAN WITH A MISSION,6zShmRvYyPLdVrIeVWcNaN,0.241,0.713,125.974,0.359
More Than Words,MAN WITH A MISSION,7sNkDn0g2BTnJEGRrh2lXV,0.0613,0.823,133.016,0.422
Change the World,MAN WITH A MISSION,7hwrQF3uJV146B8aSnV4Iq,3.55e-05,0.976,95.477,0.148
Dog Days,MAN WITH A MISSION,5qGnJeyDuLVa9ZWt20rlHn,0.000479,0.948,172.988,0.4
コイコガレ,MAN WITH A MISSION,4ElhOPvkuYS9S25ylXqzTk,0.000366,0.925,174.986,0.355
Break the Contradictions,MAN WITH A MISSION,3R622JXDuZoeNimQXmQdpu,0.022,0.839,102.531,0.35
Mr. Bad Mouth,MAN WITH A MISSION,5q1BsUGja74yDzSeMiu9CS,0.000473,0.655,120.976,0.229
Take What U Want,MAN WITH A MISSION,5IPDk1JDUXriEGJjmHf4Gj,4.01e-05,0.968,144.065,0.793
Rock Kingdom,MAN WITH A MISSION,7fmTmtGeXmaT5GUJOPXSmK,0.000318,0.886,164.001,0.551
絆ノ奇跡,MAN WITH A MISSION,22US8etZJDzJoLP19uTqdg,0.0046,0.951,169.955,0.428
Hey Now,MAN WITH A MISSION,56kKI2KKdF3mycxhkUTL7e,0.000597,0.927,136.043,0.153
DANCE EVERYBODY,MAN WITH A MISSION,5TunzC7Cg3eEoupsNbLlyp,0.000108,0.898,110.037,0.654
Brave It Out,MAN WITH A MISSION,5ggBvSBh0MvEowZuyZGgcX,0.00241,0.818,107.019,0.546
Subliminal,MAN WITH A MISSION,24Rnn2V2nnupiTbTmFp5wb,0.00346,0.956,142.529,0.566
Merry-Go-Round,MAN WITH A MISSION,1jMk0PJeSpJ18K8FDx3jQG,0.0113,0.918,119.972,0.42
whatever you had said was everything,MAN WITH A MISSION,0VPp556lXNm98t7Z9IIuNL,0.00098,0.84,89.882,0.621
Out of Control,MAN WITH A MISSION,2r99MEhpL4lBR78jVCvj2P,0.0045,0.986,156.019,0.313
INTO THE DEEP,MAN WITH A MISSION,41RDEhI3pvlU2NtAvDP6hf,0.00756,0.903,140.064,0.0501
Winding Road,MAN WITH A MISSION,28viIVffdi7sUbXnEKRIyt,0.000342,0.88,131.986,0.515
NEVER FXXKIN' MIND THE RULES,MAN WITH A MISSION,0QutJSQCKW9IsmckUfV7pd,0.000207,0.901,187.382,0.711
Dead End in Tokyo,MAN WITH A MISSION,10yU0oceOAnd6VWaoHtR9a,0.00104,0.932,109.941,0.329
Memories,MAN WITH A MISSION,4tXTdd3ZFTbBQ021NYtMwi,0.000611,0.92,129.99,0.281
Broken People,MAN WITH A MISSION,55F81S3YejG6otKAxX8qNz,0.00118,0.988,99.99,0.196
DON'T LOSE YOURSELF,MAN WITH A MISSION,7dOKpoKvT3B3o72zp2yu4A,0.000124,0.929,123.959,0.531
Freak It!,MAN WITH A MISSION feat. 東京スカパラダイスオーケストラ,6QG25uNztYBmJJBciTBAzt,0.0354,0.938,92.107,0.721
SCENT OF YESTERDAY,MAN WITH A MISSION,6tzmW9QaTwav5R8g71T2rW,0.000456,0.902,135.017,0.317
"Tonight, Tonight",MAN WITH A MISSION,49uaFiZPOQvEPB4IJBfUDg,0.000893,0.942,143.028,0.412
All You Need,MAN WITH A MISSION,5rUASwXviplrTubYfGZObx,5.93e-05,0.899,139.989,0.561
The Victors,MAN WITH A MISSION,4SdKtaNDbJnayvYaFYSnyo,0.027,0.756,90.051,0.269
Survivor,MAN WITH A MISSION,109oP4EMZXwASKZ2tiVaBP,0.0013,0.982,173.066,0.217
RAIN OF JULY,MAN WITH A MISSION,0WpAC823bA7LnaBBS9Va1m,0.000932,0.771,91.919,0.362
Find You,MAN WITH A MISSION,08TNU2FogC4PpYpzHXEgaG,0.000449,0.813,166.002,0.306
super stomper,MAN WITH A MISSION,0khpV38Dpjdl9ArtYkCWZq,0.000108,0.929,113.819,0.336
yoake,MAN WITH A MISSION,75WftjDT1S9Ap2u1C58GgR,0.0166,0.916,90.135,0.27
Telescope,MAN WITH A MISSION,6ZUjWuATqld9neFTbnrWZi,0.000281,0.933,177.962,0.348
your way,MAN WITH A MISSION,3RHFFw153ORaZt0hTSbFxO,2.61e-05,0.948,103.984,0.727
Get Off of My Way,MAN WITH A MISSION,03oUxFWoiXnMWi0NJkg63P,0.00223,0.954,135.081,0.781
My Hero,MAN WITH A MISSION,0O61uw7EJapylWxH5T2es8,0.00021,0.964,179.934,0.389
Anonymous,MAN WITH A MISSION,6XTfZ4QuXHtbSQA74GZsKT,0.425,0.486,123.889,0.0997
クラクション・マーク,MAN WITH A MISSION,2QkGWJDfkw8n6NuMBeVnJS,0.000236,0.974,111.511,0.473
Please Forgive Me,MAN WITH A MISSION,44sxhUnMqqaTlqdSpZO2xh,0.000573,0.668,155.474,0.243
followers,MAN WITH A MISSION,2D2KOidta9aeRcBHmbXGXq,3.93e-05,0.988,177.963,0.439
Dark Crow,MAN WITH A MISSION,5W5sk5aC0hc7Ic2STV2tUs,0.00634,0.944,148.019,0.36
アカツキ,MAN WITH A MISSION,6bPWmy6pEoI1IOClMVv5E6,0.00123,0.816,180.027,0.587
Left Alive,MAN WITH A MISSION,3kPOubnFjsSdmvEK9rfRQb,0.00398,0.958,144.039,0.382
Remember Me,MAN WITH A MISSION,3WIDl36fLnnhoLrw9EGAcq,0.00132,0.849,125.951,0.387
Thunderstruck,MAN WITH A MISSION,6f6NVGrTVpNEjK6JkBLPdc,0.000181,0.972,134.053,0.306
HASTA LA VISTA,MAN WITH A MISSION,5T8LkXT7njk6tb0QjCQ7Vo,0.00291,0.957,180.134,0.402
Bubble of Life,MAN WITH A MISSION,5P5PDtCM1yHzlYwA9cMS7U,0.0014,0.97,134.023,0.308
FLY AGAIN,MAN WITH A MISSION,0lEtvVl7QQ4edqn75PmP4I,0.000182,0.96,141.018,0.478
WHITE WORLD,MAN WITH A MISSION,3au7qHWC5GIBOLZQQyza5V,0.106,0.734,180.05,0.468
1997,MAN WITH A MISSION,01ywsFyW9hgTwxkdwBMQIL,0.000644,0.957,200.054,0.441
ROCK IN THE HOUSE,MAN WITH A MISSION,5LZZGYJzRU3V91c1VHL33t,0.00285,0.936,109.975,0.362
FROM YOUTH TO DEATH,MAN WITH A MISSION,5Q5ipF0E7Ki65P1M3DUVQ5,0.00108,0.962,99.889,0.522
Rain,MAN WITH A MISSION,1vcCsxKoYPi6jc5AChwGSt,0.0591,0.512,159.787,0.287
NOTHING'S GONNA CHANGE MY WAY,MAN WITH A MISSION,11AoarHk2XC8uBHS3aBETJ,0.000839,0.873,91.01,0.362
スターライト・シンドローム,MAN WITH A MISSION,3M0tB1oCtAQsjBQOpK7ppw,0.00312,0.83,129.977,0.347
Smells Like Teen Spirit,MAN WITH A MISSION,4pP6va8LN1IjsxHvndge96,5.23e-05,0.978,127.014,0.333
ニュートラルコーナー,MAN WITH A MISSION,4xCJTNcpumsorskKK0HrHL,0.00124,0.892,175.843,0.523
Between fiction and friction Ⅱ,MAN WITH A MISSION,5gvrsjz9CFWpYFhMgBaueU,0.0068,0.913,138.051,0.267
WELCOME TO THE NEWWORLD,MAN WITH A MISSION,7A2mrQZSAZkj74aJhLIQzI,0.000549,0.951,186.212,0.631
小さきものたち,MAN WITH A MISSION,4T51Zn5Qrnu7bEInUpqy44,0.026,0.635,188.005,0.924
Lithium,MAN WITH A MISSION,3rzwd9gKWqmQf0gbqzLARn,0.00162,0.852,134.991,0.415
blue soul,MAN WITH A MISSION,6exhHeioJ5XyihXTfO7Gbg,0.00482,0.916,100.027,0.583
Falling,MAN WITH A MISSION,1lY7h67FeiBx02MOKakGOo,3.98e-05,0.849,165.976,0.445
Dancing On The Moon,MAN WITH A MISSION,1hPSKSfDJ9RgPtY8Idfsvg,9.28e-06,0.851,89.998,0.216
Green-Tinted Sixties Mind,MAN WITH A MISSION feat. TAKUMA,3BSsYsFN2S8U9vOJzC16ix,9.81e-05,0.985,120.047,0.556
Just Like Magic,MAN WITH A MISSION,1SKiz6S55nJEvm7c9sEg5b,0.00171,0.962,109.993,0.525
Chasing Sunrise,MAN WITH A MISSION,1vljXZOIOsHqKR5YN3Vf75,0.217,0.589,174.115,0.707
Give it Away,MAN WITH A MISSION,0nUxle5whgHLIhD7yldQvE,2.69e-05,0.973,96.031,0.448
Break and Cross the Walls,MAN WITH A MISSION,3d2o9HYElVOphgSxtujMID,0.0188,0.821,98.47,0.348
ワビ・サビ・ワサビ,MAN WITH A MISSION,7gsg3SC4Ti6YNuMaCmT0xD,0.00206,0.928,103.835,0.598
vitamin 64,MAN WITH A MISSION,3PKaDu6zPjC7ME72bxqxyi,0.0162,0.902,100.031,0.397
ワンダーランド,MAN WITH A MISSION,2lDJQ4LQdJ5rHPoctK6CQR,0.000556,0.635,120.127,0.148
Mash UP the DJ!,MAN WITH A MISSION,1jDhv64IBgdcPtzgr395rC,0.000737,0.921,138.033,0.372
TAKE ME HOME,MAN WITH A MISSION,2YljF11yauDbcEbhA3jY5f,0.00463,0.929,110.064,0.352
時代,MAN WITH A MISSION,6ujQpv1fnkC3mmNuk0393f,0.000229,0.913,197.834,0.392
Sleepwalkers,MAN WITH A MISSION,0mJgftxMHhOBtYLrY5QEIM,0.032,0.585,102.526,0.192
Perfect Clarity,MAN WITH A MISSION,4HyapM9mAiMy79SSPmLHMX,0.00866,0.729,136.612,0.482
Reiwa,MAN WITH A MISSION,5TIkCYRqrqNjiUQsGEZwO1,0.00297,0.644,155.918,0.295
STELLA,MAN WITH A MISSION,6ruNIFO5oCsCDZool04O1q,0.000461,0.984,197.838,0.6
Mirror Mirror,MAN WITH A MISSION,1zMd0ebrvahOiabIwRVURh,2.48e-05,0.93,132.06,0.279
TRIUMPH OF THE DAY,MAN WITH A MISSION,7mVsQRR27CMObKAtqBfJa2,8.54e-05,0.894,179.313,0.495
Waiting for the Moment,MAN WITH A MISSION,0a5C8rb0Q0HOltuvhkp6GV,0.000313,0.94,150.02,0.527
Searching life,MAN WITH A MISSION,0cMo0dZEpMuydCXFk3EAVf,0.00041,0.775,139.691,0.484
The World's On Fire,MAN WITH A MISSION,10Fe7kGOmsuxwsZTte5tIQ,0.000559,0.653,124.993,0.472
The Cure,MAN WITH A MISSION,3Oh3Fr76w3bVt8wcEbs1nu,0.0293,0.864,112.028,0.263
Chasing the Horizon,MAN WITH A MISSION,1EtE4bXLLtxL0Lf1nntQRf,0.00618,0.74,81.991,0.378
Far,MAN WITH A MISSION,592uHJJNbQMkv5FpLx9tDS,0.0123,0.815,83.017,0.547
あの鐘を鳴らすのはあなた,MAN WITH A MISSION,0dVFWfLkO5HHfxtDBodjDZ,0.0217,0.753,107.067,0.161
I'll be there,MAN WITH A MISSION,0lfcOko3BkbcOOQvIJVUG0,0.0152,0.853,171.926,0.251
ONE'S AGAIN,THE ORAL CIGARETTES,3dg2MxnWYOwq8cLjOiuQr8,0.0187,0.897,110.008,0.459
Red Criminal,THE ORAL CIGARETTES,4gedOBx5StsjhlWTjG0Q9g,1.12e-05,0.981,96.073,0.445
MACHINEGUN,THE ORAL CIGARETTES,5JvUIJJ4c3vjaxK214O7Bg,3.16e-05,0.976,188.124,0.319
See the lights,THE ORAL CIGARETTES,4yPHkDfqXib0TxwOSE7I8X,0.0139,0.991,150.013,0.492
5150,THE ORAL CIGARETTES,6MYWvNjKyLQwE5LiaCPsSv,0.00136,0.907,96.011,0.473
LOVE,THE ORAL CIGARETTES,6l050waYPLGfXMkhSgTfQW,0.000363,0.921,137.987,0.445
Shala La,THE ORAL CIGARETTES,0oOryFpsrjlrvmfpIgx0u4,0.000516,0.902,96.039,0.666
アクセス×抗体,THE ORAL CIGARETTES,6O3w928oVXdE4JXPhr1XGI,0.00152,0.944,140.027,0.659
Enchant,THE ORAL CIGARETTES,2tYNzHULY0NLwOX14Ii0f6,5.72e-05,0.95,170.169,0.181
気づけよBaby,THE ORAL CIGARETTES,1ksTti54F1iDKaqgB36TjL,0.001,0.954,141.962,0.936
STAY ONE,THE ORAL CIGARETTES,01Ux81Fx9dliBm43XxAdpC,0.00589,0.974,99.404,0.615
Fantasy,THE ORAL CIGARETTES,4i05fiVeptGxnyM411x28n,0.00847,0.849,119.463,0.927
容姿端麗な嘘,THE ORAL CIGARETTES,6QUYwB9zIxBqBvoXYdaI7o,0.00147,0.981,131.955,0.615
BLACK MEMORY feat.Hiro (MY FIRST STORY),THE ORAL CIGARETTES,6EwnUlPlXN7ZtcrN3LQ9X8,0.00017,0.919,182.083,0.608
DUNK feat.Masato (coldrain),THE ORAL CIGARETTES,49xAwRCNEsLG0PIHFLxnQE,9.24e-06,0.978,138.028,0.591
マナーモード,THE ORAL CIGARETTES,3atj97i7iYHkeed0viwLHf,0.0193,0.925,126.013,0.862
CATCH ME feat.MAH (SiM),THE ORAL CIGARETTES,20e72rgQgErqTeK2ZnC5p9,0.000376,0.962,184.044,0.517
ミステイル,THE ORAL CIGARETTES,6vrJZq3mPRPSF0KZTZjF0j,0.00019,0.974,180.047,0.332
ReI,THE ORAL CIGARETTES,3SZCQ12SvR69w8UqdUMbyK,0.000485,0.982,185.999,0.47
リコリス,THE ORAL CIGARETTES,6tCOmMPxUZCpzOtxcWfx7Y,0.000109,0.92,146.043,0.67
Naked,THE ORAL CIGARETTES,68ijA1bOzCvYdhFBbOTIM1,4.72e-05,0.94,130.1,0.464
接触,THE ORAL CIGARETTES,0lY8bu6UoKKuCuDw0FauF3,0.000221,0.98,98.031,0.304
Maze,THE ORAL CIGARETTES,0WZ5MaKQpyVjgvURD1NnUD,0.000731,0.955,133.858,0.654
ENEMY feat.Kamui,THE ORAL CIGARETTES,3oVCOLYPbLkvqxE2XbHT43,0.000713,0.815,74.443,0.576
mist...,THE ORAL CIGARETTES,3Mla3gpkPL05xFqkaQHAp2,0.000476,0.963,188.13,0.83
Mr.ファントム,THE ORAL CIGARETTES,6dW16F0xKtOHQnfudhwYxB,0.000199,0.953,168.013,0.814
A-E-U-I,THE ORAL CIGARETTES,2VxJH8HGDWFAjhQzb63l4J,0.00113,0.939,170.035,0.537
YELLOW,THE ORAL CIGARETTES,6pEMmnShBzHtbX4Q7vWt5e,7.42e-05,0.952,95.043,0.62
Slowly but surely I go on,THE ORAL CIGARETTES,5R7b5cnJBmyKkZEXk8ln5L,0.0708,0.804,98.027,0.541
N.I.R.A,THE ORAL CIGARETTES,7vmCit2AsgR6IKL2fHectE,0.005,0.98,140.896,0.469
起死回生STORY,THE ORAL CIGARETTES,0JEVMz4kh8ERadXGDHWUii,0.000363,0.979,142.039,0.429
Everything,THE ORAL CIGARETTES,4yC3hdLK7w18YG7f1SCP73,0.0175,0.954,148.079,0.501
嫌い,THE ORAL CIGARETTES,1b29QoIaONBCJo5rbMnNQg,0.000552,0.868,130.513,0.612
リメイクセンス,THE ORAL CIGARETTES,1YmLlSwgbXSC85c3nj4xAT,0.0156,0.775,93.01,0.739
What you want,THE ORAL CIGARETTES,7mz685M9mx1JFFIIPNzp4H,0.0206,0.917,129.975,0.529
GET BACK,THE ORAL CIGARETTES,4dhMfCyLbyj7skEBYusgGP,3.69e-05,0.977,96.044,0.559
Tonight the silence kills me with your fire,THE ORAL CIGARETTES,3hWCzFgNQ6jc10yT7CpMQk,4.16e-06,0.989,175.016,0.304
MIRROR,THE ORAL CIGARETTES,34md4t1DzuW8BEUz78sl1Q,0.000691,0.958,100.961,0.805
聖夜,THE ORAL CIGARETTES,0HVDzC8RI37Lh3yoJfH2kQ,0.032,0.408,84.099,0.227
Dream In Drive,THE ORAL CIGARETTES,3WnMlSyXkArHADPT8jWxr7,0.000318,0.973,72.017,0.367
Flower,THE ORAL CIGARETTES,4lS0ZvOqOuSGzpiVV8zo1O,0.000391,0.962,95.994,0.513
キエタミタイ,THE ORAL CIGARETTES,5ZZVfePyH7FcJsnYltCUDk,0.00128,0.963,96.017,0.676
隣花,THE ORAL CIGARETTES,0kIx4wwk7Dns5dhmbNLjh3,0.003,0.81,85.96,0.305
BUG,THE ORAL CIGARETTES,3ll3777Lzzs15BdKwzbgIU,0.000175,0.963,182.057,0.709
カンタンナコト,THE ORAL CIGARETTES,6PhRv5t5XPBsPdOthmWXXQ,0.00597,0.966,134.104,0.684
The Given,THE ORAL CIGARETTES,3xoo10pEcdnYBN3Zb2EpbM,0.00672,0.899,164.016,0.398
狂乱 Hey Kids!!,THE ORAL CIGARETTES,4lbtDvq5QBaCbVdG8knuBM,0.00176,0.904,141.989,0.878
出会い街,THE ORAL CIGARETTES,1iqxs1FVeYRSG6mIRmlDho,0.000482,0.937,192.097,0.547
もういいかい?,THE ORAL CIGARETTES,7AJ1dpZyZgH7fn2w2la96z,0.00125,0.989,191.447,0.301
踊り狂う人形,THE ORAL CIGARETTES,5t88zDemzX5b0nhZEY9Thc,0.000205,0.921,138.044,0.334
Shine Holder,THE ORAL CIGARETTES,7xvCTM98retVdRZQ77FpaB,0.00157,0.928,134.962,0.757
トナリアウ,THE ORAL CIGARETTES,1Zf5xSwL3i9nkd6LrM29iZ,0.000351,0.858,139.968,0.465
瓢箪山の駅員さん,THE ORAL CIGARETTES,3ZG5UdloFfsxbj61aZC2CB,0.00325,0.781,132.089,0.962
PSYCHOPATH,THE ORAL CIGARETTES,0ZiW3SSeMd5pvtUHJMIRor,0.000184,0.939,129.985,0.73
モンスターエフェクト,THE ORAL CIGARETTES,11savDhupHCX7Q49YwdDwr,7.93e-05,0.966,185.987,0.743
DIP-BAP,THE ORAL CIGARETTES,74M1e1nGysK59eX94svFs0,0.00132,0.884,143.96,0.803
エイミー,THE ORAL CIGARETTES,0PGnIRdMx18YjFxlDkDAce,0.00016,0.915,181.916,0.47
大魔王参上,THE ORAL CIGARETTES,1HkdHG3IGop22Dh1zuNSXo,0.0014,0.947,138.003,0.504
逆恨み小僧,THE ORAL CIGARETTES,7jpKJ6agSj5lhSeU0EJmpz,5.19e-05,0.95,93.976,0.702
この季節に僕が唄う歌,THE ORAL CIGARETTES,7jNArcAglnm6bfaQaCu1jB,0.0663,0.73,110.983,0.808
机上の空論に意味を為す,THE ORAL CIGARETTES,08HLrhR4mAlqunPLy61yBm,0.000819,0.891,120.059,0.944
LIPS,THE ORAL CIGARETTES,0wv26uMc52uY4HvVJlYMrJ,0.00224,0.96,106.0,0.69
ハロウィンの余韻,THE ORAL CIGARETTES,55dAyu3qC8KtmWKgMMYDoh,8.85e-05,0.964,145.836,0.554
STARGET,THE ORAL CIGARETTES,0AtGLIGg7LwPWkn9T49FWm,4.11e-05,0.881,169.902,0.449
自動販売機の男,THE ORAL CIGARETTES,2h1MONBPryPA1kdO7zWnLA,0.00101,0.92,96.019,0.701
僕は夢を見る,THE ORAL CIGARETTES,6CV4ZpWV9oWagJGcWH3ele,0.00036,0.849,128.058,0.734
透明な雨宿り,THE ORAL CIGARETTES,27jz4pyD325BSgmvmFmDe4,0.000505,0.703,104.949,0.28
S-LOW,THE ORAL CIGARETTES,4IwZMLFM8WkeSRlBUjEfE4,0.000418,0.814,101.98,0.558
悪戯ショータイム,THE ORAL CIGARETTES,4UJeQN47HduNDV9mfCrTbq,0.000124,0.901,142.131,0.736
WARWARWAR,THE ORAL CIGARETTES,38Uzm8RaBMDlADEsGwRXEj,0.000786,0.909,124.004,0.788
エンドロール,THE ORAL CIGARETTES,6wA6NibP92wDlNg8xGQEIR,0.000774,0.949,141.985,0.689
不透明な雪化粧,THE ORAL CIGARETTES,7edBDWYXm0AhMCDTQkY0Tk,0.00425,0.7,101.947,0.399
Ladies and Gentlemen,THE ORAL CIGARETTES,5hntuwFRWdeCZN4e3fhGOJ,0.0891,0.9,102.951,0.702
リブロックアート,THE ORAL CIGARETTES,70mAZN0MnvS8y1FKx6q2A4,0.000989,0.952,95.055,0.529
Uh...Man,THE ORAL CIGARETTES,4gStTBFXUJZIMeUQqGJY2l,0.00149,0.973,161.933,0.392
Like the Music,THE ORAL CIGARETTES,5SjZ6wv2CNvWHSMEtziCj9,0.000493,0.965,138.072,0.475
Hallelujah,THE ORAL CIGARETTES,5ey5xHTjM6LaQtkfBJXWVO,0.017,0.903,171.998,0.303
ワガママで誤魔化さないで,THE ORAL CIGARETTES,7BxI4l7cU49ohcqqEOaCUJ,0.0058,0.962,141.925,0.557
Color Tokyo,THE ORAL CIGARETTES,2IdvAz2mqUEoFrkN4sF5qH,0.00123,0.926,123.762,0.286
Don't you think (feat.ロザリーナ),THE ORAL CIGARETTES,6dnK0cv0PCczvOf1N7xRRq,0.035,0.842,90.004,0.621
From Dusk Till Dawn,THE ORAL CIGARETTES,09nZXUU8HIUJpfFLk9N1LN,0.000709,0.506,124.046,0.238
蝋燭の私,YGNT special collective,2DggRXOIfqcsee20VeS7u8,0.0339,0.881,130.039,0.346
じれったい at Billboard Live Yokohama(2020.06.24),YGNT special collective,5idO3sJz6HW7MzqZszhj54,0.108,0.873,121.816,0.581
AWAKENING,JOGO,0wtLwV8tVrJVm0L3QK0r53,0.00218,0.987,162.897,0.438
IZAYOI,THE ORAL CIGARETTES,1SfC2C5xzCjcBKVXKf6dUm,5.71e-05,0.969,141.021,0.563
UNDER and OVER,THE ORAL CIGARETTES,1duKpBOlLeouNMHNMlvXm3,0.000213,0.973,116.077,0.939
If,SHE'S,1lhzb9YNRgalErf5Nj0Oo0,0.207,0.439,167.638,0.495
Happy Ending,SHE'S,0clmQbOYUWXdjKMOEwfkJW,0.325,0.423,89.742,0.587
Time To Dive,SHE'S,18MqcWMmVnJVY4O9nIQ3z1,0.00229,0.864,185.251,0.558
Cloud 9,SHE'S,0CCFTdzJox5wvVfxizjQMR,0.0186,0.702,97.947,0.763
幸せ,SHE'S,3oQOvxFHlVsmlsZbQAfKFC,0.188,0.659,73.005,0.2
Imperfect,SHE'S,5uP68C8kubfH1Elyo930dW,0.00542,0.766,168.013,0.796
Spell On Me,SHE'S,06ec3X4YyVx4s1SgBUEvyY,0.0612,0.641,159.991,0.416
Remember Me,SHE'S,3DXcYqdkWRCPdtwMEiMZXl,0.0267,0.467,147.914,0.335
Unforgive,SHE'S,5dAGFzxmNsAFgZ8Kfh1TJk,0.0861,0.705,137.978,0.474
Take It Easy,SHE'S,5cMvLr3FahyBfLNHQ7SYZd,0.0162,0.81,122.005,0.734
So Bad,SHE'S,31yOZCZownG6WcMXeKrZks,0.159,0.574,160.128,0.525
月は美しく - Album ver.,SHE'S,0fl76cTFELqmS3aoFcySJm,0.00106,0.635,119.991,0.572
Upside Down,SHE'S,0LGASD13MNuNEfPv9WK8uy,0.000171,0.766,119.963,0.675
Change,SHE'S,6TUfCIoPANP3iGCm0YEcYB,0.0821,0.934,163.811,0.479
Clock,SHE'S,38gKKYEjFQm2RgUz6dMmam,0.0841,0.497,99.968,0.44
Masquerade,SHE'S,6f1Sf7gegaMZvRBo1UNpcr,0.0943,0.909,95.009,0.806
No Gravity,SHE'S,2rlj5ywKI8pjdnZiJg4cpQ,0.183,0.657,122.0,0.755
Raided,SHE'S,5QUvjmT1N9bIaOPePCTZNR,0.0377,0.586,137.966,0.806
ワンシーン,SHE'S,6aP6HES0LPctdpTRnYAK7c,0.0165,0.892,90.878,0.473
Used To Be,SHE'S,3hKKSQ5LJtD7nK39Kc9PBM,0.00141,0.817,126.07,0.784
White,SHE'S,4c94V4FtVadhnuvFZYGwQB,0.134,0.677,109.995,0.248
Ugly,SHE'S,609OhoG7zmkoxrBWk9bWWn,0.0966,0.57,98.085,0.738
Your Song,SHE'S,1SzcvfODczy3qyZMHmjCab,0.00281,0.811,183.634,0.466
2人,SHE'S,69joaLar2FGMrKhCxobHH8,0.249,0.865,170.012,0.515
Long Goodbye,SHE'S,57HRvgrs0DRfrtAdfeT2uC,0.322,0.795,160.169,0.531
信じた光,SHE'S,6C2UDDoF0obvBBS5Gj1ENJ,0.0402,0.832,91.498,0.452
日曜日の観覧車,SHE'S,4pUwKSiroWH5Vt0S7C6IVm,0.086,0.681,122.04,0.8
追い風,SHE'S,18xuP7U6kt4u43DiXPfa89,0.0159,0.642,121.954,0.612
Grow Old With Me,SHE'S,2Mbv7N9s73ky5mt1Hjthfq,0.0101,0.842,156.013,0.924
Dance With Me,SHE'S,41TFAnFV3Ci8A2DuuKwWSl,0.00106,0.792,124.997,0.733
Chained,SHE'S,7x5g2FiWvNQcH8yx7lqpCO,0.114,0.616,170.126,0.319
Tonight,SHE'S,17AQq7NUTJIfisTvWfkS7z,0.0114,0.758,110.016,0.35
C.K.C.S.,SHE'S,5RyRVVoTbKHqnkSU9b98vt,0.0282,0.789,121.99,0.874
Not Enough,SHE'S,4Wb21iNxiS3cJuKw79bczV,0.626,0.368,90.006,0.661
Tragicomedy,SHE'S,316DduPgkkF5eGTTgdVp7t,0.278,0.303,123.851,0.317
In Your Room,SHE'S,37x85W5SvRTBIe08AvYD8m,0.0284,0.7,107.977,0.54
Come Back,SHE'S,3iy4KICxa8aET2TonmvjIH,0.0101,0.749,199.741,0.546
Stars,SHE'S,67djcqvs15hBxreMJ6V6Qw,0.000727,0.91,154.075,0.419
Say No,SHE'S,5F6IE9golmrc8psEZOv9Nq,0.00964,0.714,101.022,0.431
グッド・ウェディング,SHE'S,4lDHB4OoODARO2mYEnaBa2,0.00222,0.754,183.852,0.635
Don't Let Me Down,SHE'S,2nACU7gGa2g7p3ywfXPbfh,0.0215,0.791,191.956,0.493
Ghost,SHE'S,2uecye1PFv17pE3iD2S1w3,0.000849,0.624,155.882,0.275
プルースト,SHE'S,2zX4TzEttOyAbuZ71XDmK8,0.00759,0.62,157.931,0.335
Leave Me,SHE'S,2nDDz5ZBJ21C708l3ay0zv,0.331,0.585,169.906,0.231
Just Find What You'd Carry Out,SHE'S,0cLOr8tU8vDxhKxSj7GUFn,0.00619,0.917,92.539,0.637
Voice,SHE'S,0OG7iPOcr9DnWe53hOsvKF,0.0463,0.822,146.0,0.357
Curtain Call,SHE'S,5KdUy5iP7B37YUn5cNOYZV,0.15,0.71,82.929,0.512
Silence,SHE'S,25rzsCtV6fc0YPSwCTf0mi,0.962,0.147,73.007,0.186
Isolation,SHE'S,0zwW3pSuRvAijj0QoZYIHj,0.000146,0.881,94.936,0.636
Delete/Enter,SHE'S,6QYYgFQrlyixP4fvW5meeS,0.0175,0.686,128.111,0.314
Over You,SHE'S,1hi7Xc9qpikZHIEMCC21kJ,0.00367,0.839,147.054,0.861
